TARGET,cus_employername,profit_loss_after_cost,agrgrp_writeoff
0.0,Hss Hire,-186.0,1.0
0.0,Marie Curie Cancer Care,-243.75,1.0
1.0,"Department For Business, Innovation And Skills",316.75,
1.0,Jobcentre Plus,259.0,
1.0,Woodgroup,270.25,
1.0,Kuehne & Nagel,210.325,
,G4s,32.5,
0.0,Tesco,-102.0,1.0
,The Bell Memorial Home,55.7,
0.0,Brc Reinforcement,-102.5,1.0
0.0,Future Tv,-136.0,1.0
1.0,Mcvities Cake Co,191.51,
,King College Hospital Day Nursery,8.25,
1.0,Assicurazioni Generali Spa,110.7,
,Mcr Recycling Limited,99.05,
0.0,Ukmail,-112.5,1.0
1.0,British Army,282.25,
0.0,Urban Recruitment,-166.39,
1.0,Royal Devon And Exeter Nhs,404.75,
0.0,Gac Worldwide Ltd,-112.5,
0.0,Jd Wetherspoons,-46.75,1.0
,Jca Adventure,67.01,
0.0,Stoneacre,-60.5,1.0
1.0,Hm Forces,539.75,
1.0,Her Majestys Court Service,252.85,
,Stobartports,54.41,
1.0,Pitney Bowes,200.25,
0.0,Dcs Utilities,-136.0,1.0
1.0,Fujitsu,214.4,
,Castleview Residential Home,79.24,
,Trinity Mirror,77.075,
,Cunningham Lindsey,46.42,
1.0,Mid Essex Pct,150.75,
1.0,Burton,241.75,
1.0,Bexley College & Excel College,272.25,
0.0,Tesco,-236.0,1.0
0.0,Dwf Llp,-186.0,1.0
,Tesco,47.0,
0.0,Cheque Centre,-47.5,1.0
,Arriva Shires & Essex,19.8,
,North Tees And Hartlepool Nhs Trust,82.0,
1.0,Dfs,139.75,
,Hm Forces,23.0,
1.0,Nsd Ltd,119.25,
1.0,Bskyb,280.35,
,The Open University,74.375,
0.0,Admiral,-241.5,
0.0,Carlson Wagonlit,-186.0,1.0
0.0,Phones 4 U,-199.75,1.0
0.0,Storm Waterproofing,-186.0,1.0
0.0,Bruce Cole Ltd/Uk Mail,-186.0,1.0
0.0,Cerium,-27.38,
0.0,Swindon Primary Care Trust,-136.0,1.0
0.0,Tesco,-25.0,
0.0,Fuelwise,-149.65,1.0
0.0,Id Gaming Services,-236.0,1.0
0.0,Centrex Computing Services,-216.0,1.0
0.0,Virgin Active,-236.0,1.0
0.0,The Priory,-3.8,1.0
1.0,Tesco Extra,186.7,
,Hm Forces,8.25,
0.0,Tesco,-157.39,
,Holiday Hideaways,52.3,1.0
1.0,Northern Ireland Civil Service,221.5,
0.0,Amazon Uk,-146.0,1.0
1.0,Bridgend College,209.5,
0.0,Pc World,-14.125,
0.0,Clark And Rose,-116.0,1.0
1.0,Abellio London,109.97,
,Morrisons,37.5,
0.0,Musgrave Retail Partners,-66.25,
1.0,Metropolitan Police,524.75,
0.0,Teleperformance,-161.0,1.0
,Wiles Greenworld,8.25,
,Newland House,2.5,
,Cardiff County Council,40.35,
0.0,Cfs Furniture,-161.0,1.0
1.0,Axis Security,257.4,
1.0,Anderson Travel,273.25,
0.0,Palletforce Plc,-167.75,1.0
1.0,Carnival Uk,548.35,
0.0,Blackburn Council,-266.175,1.0
1.0,Dobbies,246.675,
0.0,Cumberland Packaging Ltd,-294.375,1.0
1.0,Army,599.75,
1.0,Nsl Ltd,185.0,
0.0,Four Seasons Health Care,-131.175,1.0
0.0,Trulife,-136.0,1.0
0.0,Gidea Park Florist,-186.0,1.0
0.0,Mid Counties Cooprative,-214.0,1.0
1.0,Hansel Alliance,153.0,
0.0,Derbyshire County Council,-201.0,
1.0,Wella U K Ltd,274.25,
1.0,Bg Group,606.58,
,Seagate,60.03,
1.0,Associated Independent Assessors,142.0,
,Asda,2.75,1.0
0.0,Peugeot,-87.5,1.0
0.0,Carphilly Council,-38.3,
0.0,Toys R Us,-136.0,1.0
1.0,Ymca,357.1,
1.0,Direct Link Security,142.25,
1.0,Morgan Sindall,309.65,
0.0,Caerphilly Garden Centre,-21.5,
,Weymouth And Portland Borough Council,3.3,
1.0,Juniper Training,111.75,
,City Security Services,0.625,
1.0,Arinc,156.0,
1.0,L & B Police,237.41,
,Stagecoach,79.0,
0.0,Contract Fire Security,-51.0,
0.0,Bill Logistics,-136.0,1.0
1.0,Crossborder Capital,160.25,
1.0,Domestic And General,595.0,
0.0,Castell Howell Foods,-186.0,1.0
0.0,The Swan,-195.75,
,British Army,23.0,
0.0,Iqor Recovery Service,-136.0,1.0
1.0,Eastcoast,238.5,1.0
,North Star Shipping,67.5,
0.0,Peace Mills Residential Home,-171.0,1.0
0.0,Nobu London Ltd,-24.0,
0.0,American Express,-123.57,
0.0,A4e,-221.0,1.0
0.0,St Mary Magdalene School,-22.25,1.0
1.0,Draeger Medical,106.5,
0.0,Veolia Water,-201.0,1.0
0.0,Worthing Hospital,-186.0,1.0
1.0,Stagecoach East Scotland,370.75,
,Wolverhampton City Council,96.75,
,Iceland,23.0,
1.0,The Carphone Warehouse,317.0,
1.0,Prestwick Care,183.1,
,Dst Global Solutions,8.25,
0.0,Brighthouse,-158.27,
1.0,Morrison Utility Services,116.91,
1.0,Cpp,201.6,
0.0,Tesco,-236.0,1.0
0.0,Yca Yemeni Commuint Assouciton,-186.0,1.0
0.0,Ultimate Security,-6.75,
1.0,Parvalux,115.825,
0.0,Bibby International,-248.55,1.0
1.0,Atlantis Care Home,108.75,
0.0,Marks&Spencer,-140.8,1.0
0.0,Whitbread,-6.5,
,Sainsburys,32.06,
,Tesco Plc,91.31,
0.0,Meg Wales,-141.5,1.0
,Co-Op,52.5,
0.0,Colane Tropical Water Uk Ltd,-186.0,1.0
1.0,Clipper Logitics,337.5,
0.0,Vodafone,-176.0,1.0
1.0,Lj Care Ltd York House,214.5,
0.0,Imtex Controls,-124.12,1.0
0.0,Ricoh,-206.0,1.0
0.0,I Buy Gadgets Limited,-186.0,1.0
0.0,Griffins Logistics,-186.0,1.0
1.0,Centrica,123.5,
1.0,Co-Op,932.35,
1.0,Foster Care Associates,131.5,1.0
0.0,Fosters Bakery,-83.27,1.0
0.0,Meridian,-136.0,1.0
0.0,Robert Wiseman Dairies,-77.0,1.0
0.0,Talking Wines Ltd,-60.89,1.0
,Bskyb,3.825,
1.0,Beaulieu Enterprises Ltd,165.0,
1.0,Tesco Extra,214.75,
1.0,Michael Phillips Care Agency Centerpoint,142.87,
1.0,Rpt,274.38,
1.0,St Andrews Healthcare,302.0,
0.0,Insight,-23.965,1.0
0.0,Swindon Borough Council,-134.0,
0.0,Wigan Council,-136.77,
0.0,Flairmet Ltd,-99.75,1.0
0.0,Chevron Tm,-186.0,1.0
0.0,Doncaster Council,-68.83,1.0
0.0,Meridian Business Support,-14.125,
,The Diamond Inn Ltd,99.55,1.0
1.0,Futures Housing Group,325.63,
1.0,United Biscuits,203.5,
0.0,Mcgills Bus Services,-11.6,1.0
,Brackenwood,41.825,
,Army,32.25,
0.0,Neil O Brien Tailoring Ltd,-106.05,
0.0,Paramount Foods,-144.0,1.0
,Sevcare,96.75,
0.0,Daisy Group,-82.0,1.0
1.0,Royal Alexandra & Albert School,399.375,
1.0,North Cumbria Acute Trust,330.7,
1.0,Limetrees/leyton Health Care,115.15,
1.0,British Gas,113.79,
0.0,B&M Bargains,-141.0,1.0
1.0,Aramark Plc,317.565,
1.0,Westgate Healthcare,720.55,
0.0,Sas International,-171.0,1.0
0.0,Honda,-44.52,
,Asda,23.0,
0.0,Morrisons,-144.0,1.0
1.0,Edwards Digital Networks,141.25,
0.0,Darley Limited,-12.4,
0.0,Roselyn House,-64.75,1.0
0.0,Dcc Energy,-141.0,
,Ph Water,23.0,
,Verifone Media,21.75,
0.0,Network Rail,-51.0,
1.0,Mirion Technologies,409.0,
1.0,Mba Surgical Uk Ltd,415.905,
,Clowes Development,38.45,
1.0,Coral,215.75,
1.0,National Grid,211.25,
,Jonesco,23.95,
0.0,Seven Insulation,-141.5,1.0
1.0,First Initiatives,198.7,
,Express Contract Cleaners,56.005,1.0
0.0,A.A.H Pharmaceuticals,-93.75,
,The Pines,74.19,
,Co-Operative,25.6,
,Veolia,8.25,
0.0,British Gas,-276.75,1.0
0.0,Discovery Networks,-171.0,1.0
,Carters Estate Agents,8.0,
0.0,It Focus,-306.75,1.0
,Royal Air Force,13.3,
,Menzies Aviation,27.425,
1.0,Warrington Borough Council,141.0,
1.0,Royal Navy,125.325,
1.0,Ellmer Construction,190.25,
,Voyage,-0.6,
0.0,Sitel,-148.8,1.0
1.0,Penn Hospital,110.0,
0.0,Wm Morrisons,-136.0,1.0
,Frimley Park Hospital,8.25,
0.0,Cosine Uk Ltd,-106.5,1.0
,Brooklands Sheds And Fencing,8.25,
,George Taylor,8.25,
1.0,Tesco,243.0,
1.0,Downe Residential Projects,292.85,
1.0,Scottish Parliament,213.75,
0.0,European Lifestyles,-186.0,1.0
0.0,Steljes Limited,-22.0,
,Regal,8.25,
0.0,Tesco Stores Ltd,-186.0,1.0
,Apcoa Parking,39.625,
1.0,Inca Creative,317.625,
1.0,Dwp,287.75,
0.0,Dwp,-57.54,
1.0,Comet,482.5,
1.0,Thanet College,135.5,
0.0,Look Ahead,-21.57,
1.0,Educate,298.75,
1.0,Select Service Partner,308.75,
,Galacoral,23.0,
0.0,Hmrc,-81.45,
0.0,Tnt Post,-186.0,1.0
1.0,Weavervale Surgery,118.25,
1.0,Afx Capital Markets,214.75,
0.0,Manchester Mental Health,-303.25,1.0
,Servicemaster,20.25,
0.0,Asda,-186.0,1.0
0.0,Cardiff County Council,-186.0,1.0
0.0,Bonds,-167.75,1.0
0.0,Kyles Collection,-251.0,1.0
0.0,Galacasino,-177.0,1.0
,One Stop,9.875,
0.0,West Dorset District Council,-152.62,
,Select Service,86.1,
,Cookie Man,42.23,
0.0,Carpets Of Lytham,-126.0,1.0
0.0,Esskay Cleaning,-42.345,1.0
,Domestic And General,44.875,
0.0,Orange Retail,-5.75,1.0
0.0,Jaggards Legal Cost Consultants,-141.75,1.0
,Knightsbridge Security,80.75,
0.0,Homebase,-36.0,
0.0,Ietg,-83.6,
1.0,Sainsburys,147.5,
0.0,Family Mosaic,-189.4,
0.0,It Answers Ltd,-141.75,
0.0,Spandex Uk,-151.94,
,First Source,25.9,
0.0,Nhs East Cheshire Trust,-226.0,
0.0,Hill Dickinson Llp,-186.0,1.0
,Sainsburys,91.36,
0.0,Four Seasons Healthcare,-186.0,1.0
0.0,Asda Stores,-186.0,1.0
0.0,Menzies Distribution,-28.8,1.0
,Forest Heath Council,8.25,
,Pennine Hospitals Trust,90.45,1.0
1.0,Bp,415.85,
0.0,Network Rail,-236.0,
1.0,First Capital Connect,716.75,
,Ocs - Queens Mary Hospital,27.05,
,Celtic Manor Hotel,42.43,
1.0,Family Mosaic,259.0,
0.0,Kings College Hospital,-99.75,1.0
0.0,Ubs,-23.0,
1.0,Hm Forces,267.375,
0.0,Morrisons Supermarket Plc,-97.5,
0.0,Marriott,-111.0,1.0
1.0,Arthritis Research Uk,776.75,
,Stage Coach,23.8,
1.0,Vsg,182.7,
0.0,Wm Morrison,-291.75,1.0
,Gourmet Burger Kitchen,60.25,
0.0,First Source Solutions,-141.75,1.0
1.0,1 Rifles / Beachley,424.49,
0.0,Eurest,-186.0,1.0
0.0,Bleak House,-142.5,1.0
,Op Chocolates,98.5,1.0
0.0,Hcc Solicitors,-116.6,1.0
0.0,Hm Forces,-53.11,
0.0,Tameside Hospital,-186.0,1.0
0.0,Gold Star Soft Drinks Wc Ltd,-141.75,1.0
0.0,Lush,-186.0,1.0
0.0,Primark Stores Ltd,-136.0,1.0
0.0,Jamie's Italian,-186.0,1.0
,Flightworx,0.875,
1.0,Army,506.75,
0.0,Ingersoll Rand,-157.34,
1.0,Cemex,213.75,
,Ats,80.625,
1.0,Titan Ceilings / Horbury Group,270.25,
0.0,Sainsbury,-106.75,1.0
0.0,Sainsbury,-186.0,1.0
0.0,Tesco,-73.25,1.0
1.0,North Middlesex Hospital,132.4,
0.0,Berns Brett Ltd,-51.525,1.0
1.0,Hm Forces,421.25,
1.0,Kingsway Hospital - National Health Trust,696.0,
0.0,Beesley And Fildes,-186.0,1.0
1.0,British Army,258.7,
1.0,Campbell Scientific,170.5,
1.0,Hca,384.15,
,Argos,39.59,
0.0,British Army,-186.0,1.0
0.0,Pets At Home,-163.71,
0.0,Teleflex Fluids Europe,-136.0,1.0
,Kettering Borough Council,37.5,
1.0,British Army,145.925,
1.0,Tesco,113.9,1.0
0.0,Asda,-41.0,
0.0,Lewisham Nhs,-36.0,
0.0,T&S Environmental Ltd,-28.11,
0.0,Larkfield House,-12.4,
,British Army,0.75,
,British Army,17.5,
1.0,J Sainsbury,245.36,1.0
0.0,Orbit,-276.75,1.0
0.0,Royal Mail,-6.5,
0.0,Azzurri Communications Ltd,-184.125,1.0
,Barking And Havering University Hospital,73.15,
1.0,Army,288.5,
1.0,Gm Services,267.8,
1.0,Stoke On Trent City Council,165.75,
1.0,Tesco Plc,136.5,
,British Army,8.25,
0.0,Holiday Inn,-162.5,
1.0,Sheffield City Council,125.43,1.0
,Vertex Data Science Ltd,82.25,
0.0,Compass,-81.1,1.0
1.0,University Of Westminster,166.75,
0.0,Excel Parking Services Ltd,-7.125,1.0
1.0,Islington Council,259.25,
1.0,Daleba Electronics Limited,369.68,
,Army,74.0,
1.0,Guys And St Thomas Nhs,333.5,
1.0,West Lothian Council,254.35,
0.0,Southern Co Operative,-201.0,
0.0,Wandsworth Council,-309.375,1.0
,Royal Air Force,15.625,
,Solo,62.0,
0.0,Catalent,-52.24,1.0
1.0,Carillion/James Cook Hospital,205.34,
,Rbs,37.75,
1.0,Speedy Hire,401.095,
0.0,Raf,-103.0,1.0
0.0,Jd Sports,-186.0,1.0
,Alpha Hospital,27.0,
1.0,Iceland,436.5,
1.0,Carewatch,418.75,
,Barchester,76.0,1.0
0.0,Christie Hospital,-196.0,1.0
,Mithchells & Butlers,23.0,
0.0,Kuehne+Nagel,-167.0,1.0
,Croydon Council,52.5,
0.0,Army,-186.0,1.0
1.0,Total Security Limited,530.55,
,Aurora Fashions,34.89,
1.0,Ladbrokes Plc,268.75,
0.0,Nhs,-236.0,
1.0,Middlesbrough College,317.0,
,Royal Bank Of Canada Capital Markets,8.0,
1.0,Powys County Council,135.08,
0.0,Armed Forces,-6.5,
,Four Seasons Healthcare,6.8,1.0
0.0,Barclays,-131.75,1.0
1.0,Royal Air Force,100.2,
0.0,Gristwood And Toms,-136.0,1.0
1.0,B&Q,315.225,
,European Wellcare,17.305,1.0
,H.M.Forces,8.25,
0.0,Baxter Storey,-216.75,1.0
0.0,Martins Mccoll,-186.0,1.0
0.0,Network Rail,-236.0,1.0
0.0,David Lloyd,-181.0,1.0
0.0,Cruise118,-241.5,1.0
0.0,Tesco,-144.0,
1.0,Area Sq Ltd,909.75,
0.0,Sidholme,-207.375,1.0
1.0,North Yorkshire County Council - Falsgrave Children's Centre,136.5,
,British Waterways,8.25,
,Huffey Group,20.25,
,Rolls Royce,8.475,
0.0,Rbs,-23.25,
0.0,Morrisons,-182.1,1.0
,Amazon/ranstad,45.32,
,Hm Forces,93.0,
0.0,Nhs,-106.5,1.0
,Norfolk Pct,96.75,
0.0,Stephensons Of Essex,-68.25,1.0
,Peterborough &Stamford Hospitals Nhs Trust,62.25,
1.0,Copeland Borough Council,220.15,
0.0,Marks And Spencer,-141.75,1.0
0.0,Thistle Hotel,-113.55,1.0
0.0,Anchor Trust,-186.0,1.0
1.0,H M Forces,141.0,
,Dhl,29.47,
0.0,Bmw Plant Oxford,-177.0,1.0
1.0,London Borough Of Barnet,421.5,
0.0,H2o Chemicals,-161.0,1.0
0.0,Brighthouse,-54.05,
0.0,East Lancs Hospitals Nhs Trusts,-186.0,1.0
1.0,Nhs - Felixstowe Hospital,120.75,
1.0,Lct Support Services,141.25,1.0
0.0,Amber Windows,-136.0,1.0
0.0,Odyssey Care - Gibson House,-206.0,1.0
1.0,A Star,128.375,
1.0,Phones 4 U,104.55,1.0
,Faren Chemichals Uk,5.25,
0.0,New Look,-129.0,1.0
1.0,Sainsburys,583.5,
1.0,Ubs Ag,329.5,
0.0,Network Rail,-4.5,1.0
1.0,Asda,115.925,
1.0,St Marys Hospital,123.5,
1.0,Mcdowall Airconditioning,245.5,
1.0,Hm Forces,143.05,1.0
,Glasgow City Bus,79.5,1.0
1.0,Lbm Inteligent Contact,328.5,
0.0,Fsg,-77.0,1.0
,Asda,39.0,1.0
1.0,Interserve,355.87,
0.0,Scs,-90.5,1.0
0.0,Umberslade,-147.4,1.0
1.0,Nhs Shetland,666.125,
0.0,Arnold Clark,-161.5,1.0
0.0,Morrisons,-182.125,
0.0,Network Rail,-206.0,1.0
1.0,Reisswolf London Ltd,176.625,
,Co Operative,15.625,
1.0,Hm Forces,714.5,
0.0,Kwikfit,-14.4,1.0
1.0,Taylor Wimpey,170.25,
0.0,Swindon Borogh,-286.0,
1.0,Virgin Trains,672.25,
0.0,Fujitsu,-165.27,1.0
0.0,St.Omer,-141.5,1.0
0.0,Armed Forces,-18.5,
0.0,Premier Precast Ltd,-141.75,1.0
,Freshwinds,8.25,
,Sainsburys,56.23,
,East Surrey College,3.825,
0.0,Gordon Ramsay,-201.0,1.0
1.0,West Sussex County Council,209.1,
0.0,Department Of Work And Pensions,-236.0,1.0
1.0,Cleashar Contract Services,389.76,
0.0,Travis Perkins,-251.0,1.0
,Stakapal,20.98,1.0
,T C Cleaning Contractors,17.5,
0.0,Freedom Leisure,-47.5,1.0
1.0,North Tees And Hartlepool Nhs Trust,643.75,
0.0,Dream Creative Solutions Ltd,-141.75,1.0
0.0,Owlett Hall,-26.25,
1.0,Wymondham High School,228.87,
1.0,Hcone - Washington Lodge,139.0,1.0
1.0,Firth Rixson,232.7,
1.0,Newcastle City Council,112.9,
0.0,Army,-155.0,1.0
,Tesco Plc,58.27,
0.0,Tesco,-181.0,1.0
0.0,Iss,-161.0,1.0
0.0,Select Management And Security Ltd,-6.5,
0.0,Travis Perkins,-55.5,
1.0,Seajacks,103.5,
0.0,City Link,-186.0,1.0
1.0,Newport City Council,321.4,
1.0,Royal Air Force,115.2,
,G4s,8.25,
0.0,G4s,-241.5,1.0
1.0,Alec Jarrett Ltd,149.0,1.0
0.0,Tesco Petrol Station,-186.0,1.0
0.0,Pure360,-211.0,1.0
0.0,Amberley Care Home,-149.5,1.0
1.0,Nhs Scotland,436.5,
0.0,Uk Mail,-203.25,1.0
0.0,The Cooperative,-141.75,1.0
1.0,Contract Security,434.775,
1.0,Morrisons,523.95,
1.0,Space Engineering,221.0,
0.0,Tesco Stores Ltd,-165.2,1.0
0.0,Fshc,-256.5,1.0
0.0,Verdant Group Plc,-6.5,
0.0,Tesco,-246.0,1.0
0.0,Colchester General Hospital,-236.0,
0.0,Hobart Uk,-128.4,
1.0,Royal Navy,171.0,
1.0,Paul Simon,252.125,
,Stoneyard Ltd,3.825,
0.0,Beakbane,-106.5,1.0
0.0,Sainsbury,-63.25,
0.0,Thomas Cook,-24.0,
,Id Medical,74.63,
0.0,British Army,-184.75,1.0
,Richard Worth Ltd,8.25,
1.0,Xerox,406.5,
1.0,Asda,214.75,
1.0,British Army,185.75,
0.0,Sainsburys,-201.0,1.0
0.0,Balsam Properties,-156.0,1.0
1.0,Sandwell Mbc,342.25,
0.0,Morrisons,-141.75,1.0
0.0,Icm,-171.85,1.0
0.0,Drovers Call - Knights Care Home,-45.5,
0.0,Kentcleaning,-241.5,
,B&Q,28.35,
0.0,Royal Air Force,-6.55,
0.0,Bmg Research,-6.5,
,Belfast Education Library Board,15.625,
0.0,Mears Care,-155.25,1.0
,Tesco,96.75,
,Aegon,74.43,
0.0,Mgt,-110.16,1.0
,The Forum Trust,91.0,
1.0,Coop,137.25,
0.0,Sharps Bedrooms,-146.0,1.0
0.0,Arnold Clark,-276.75,1.0
0.0,Co-Op,-156.75,1.0
,Selvic Shipping,56.375,
0.0,Cartwright Company,-6.5,
1.0,Morrisons - Wincanton,437.2,
0.0,Tesco Plc,-201.0,1.0
,Walkers Shortbread Ltd,17.5,
0.0,R & R Engineering,-6.5,
1.0,Gala Bingo,146.0,
0.0,Compass Group,-171.0,1.0
1.0,Large Bar Ltd,102.38,
,Call Assist,12.675,
0.0,Total Security Services,-86.09,1.0
1.0,Imperial College,143.82,
0.0,G4s,-130.27,
1.0,Dixons Retail,451.0,
0.0,Interlink Express,-73.0,1.0
1.0,Van Hage,538.0,
0.0,Lowell Group,-151.0,1.0
0.0,Llandough Hospital,-116.0,
,Adt,15.36,1.0
1.0,Harrods,262.2,
,Rsa,67.27,
0.0,Aloft London Excel,-9.0,1.0
,T-Mobile Uk Ltd,27.825,
,Burton Sameday,92.5,1.0
0.0,Hero Tsc,-136.0,1.0
1.0,Spirit Pub Company,197.25,
1.0,Balhousie Care Group,120.75,
0.0,Tesco,-136.0,1.0
0.0,Dhl,-88.63,
0.0,Laddaw Limited,-124.125,1.0
1.0,Primark Stores Ltd.,233.225,
0.0,Albannach Restaurant,-141.75,1.0
1.0,Kone Plc,936.84,
0.0,Clinton Cards,-186.0,1.0
1.0,Royal Mail,105.99,
0.0,The Dx,-236.76,1.0
0.0,Ocado,-111.0,1.0
0.0,Nmips,-141.5,1.0
1.0,Wmdc,306.125,
,Nhs Lothian,82.6,
0.0,Dwp,-84.75,1.0
0.0,Hc One Ltd / Southern Cross,-48.01,1.0
,Army,93.75,
0.0,Nhs Tayside Kings Cross,-236.0,1.0
0.0,Tesco,-186.0,1.0
1.0,Martins,115.75,
0.0,Prime Business Solutions,-110.75,1.0
0.0,Whitefield Distribution Ltd,-91.25,1.0
0.0,University Of Westminster,-201.0,1.0
1.0,Greater Manchester Fire And Rescue Service,185.75,
0.0,The Waldorf Hilton,-161.0,1.0
1.0,Capita,746.75,
0.0,Altnagelvin,-7.75,
,Kpmg,85.5,
0.0,William Hill Plc,-141.0,1.0
0.0,Spirit Group,-259.125,1.0
1.0,Squire Sanders Llp,232.305,
0.0,Ravensworth Arms - Spirit Group,-36.0,1.0
1.0,Amtico,250.435,
1.0,Wicks,144.5,
1.0,Somers Totalkare,381.3,
0.0,Indepth Cleaning Services,-77.0,
0.0,British Army,-106.5,1.0
,Hmrc,2.5,
0.0,Howden Joinery Kitchens,-186.0,1.0
0.0,Hm Forces,-6.75,
,Job Centre,23.8,
0.0,St Catherines,-136.0,1.0
0.0,Macdonald & Taylor,-162.0,
0.0,Motability Operations,-15.0,
0.0,Homebuy,-14.125,
,Army,46.85,
,Lcc,15.0,
0.0,Toolstation,-49.7,
0.0,Notts Cables,-197.0,1.0
1.0,Ombc,346.875,
0.0,Carpetshed,-81.0,1.0
,Bradford Council,8.0,
0.0,Serco,-186.0,1.0
1.0,Great Northern Hotel,224.7,
0.0,Ramada Encore,-131.175,1.0
0.0,Admiral,-21.5,
1.0,Leeds General Infimary,156.0,
,Renfrewshire Council,54.17,
1.0,Marstons Plc,687.5,
0.0,Dfs Ltd,-226.75,1.0
,Molson Coors,38.85,
,Four Seasons Healthcare,79.66,
0.0,Jeyes Uk Ltd,-6.5,
0.0,Care Uk,-186.0,1.0
0.0,Imperial College Healthcare Trust,-62.75,
0.0,Admiral,-306.75,1.0
0.0,Royal Victoria Hospital,-186.0,1.0
,Parade,41.32,
,Topps Tiles,76.5,
0.0,Origin,-146.0,1.0
,Railcare,3.5,
,Optical Express,52.5,
1.0,Amey,210.3,
1.0,Coral Uk,229.085,
0.0,Royal Mail,-263.25,1.0
1.0,Regard Partnership,320.42,
,London Borough Of Lewisham,85.75,
,Sodexo,23.2,
1.0,Bradford Nhs,168.75,
1.0,Raphael Healthcare,466.5,
,Oce Uk,21.75,
1.0,Hm Forces,196.25,
0.0,Iceland,-186.0,1.0
0.0,Wrightbus,-131.0,
0.0,Nhs - Conquest Hospital,-140.25,1.0
0.0,Edenvale Care Centre,-276.75,1.0
,Mouchel,55.65,
0.0,Kith And Kids,-161.0,1.0
,Tesco,21.75,
0.0,Coversure,-126.0,1.0
0.0,Dwp,-138.15,
,Worthing Hospital Nhs,83.355,
0.0,Phones4u,-53.25,1.0
0.0,Corals,-42.35,
1.0,Nhs Lothian,241.55,
,Sig,29.975,
,Cpm Uk,36.5,
,Ocs Group/Queen Marys,55.24,
1.0,British Army,327.85,
,Syne Qua Non Ltd,57.57,
,City Cruises,83.31,
0.0,Co-Operative,-201.0,1.0
0.0,St Margarets,-7.9,
1.0,The Phone Professionals,110.5,
0.0,Cunningtons Solicitors,-6.5,
0.0,Rolls Royce,-6.5,
0.0,Nhs Kingston,-6.5,
0.0,Manhattan Kitchens,-186.0,1.0
0.0,Tooling International Ltd,-273.5,1.0
0.0,Ipl,-82.25,1.0
,Tesco Plc,97.64,
0.0,Yorkshire Repak,-6.5,
1.0,The Shield Guarding Company,288.5,
0.0,Barchester Healthcare,-102.47,1.0
0.0,Abbeydale House,-186.0,1.0
0.0,Somerfiled,-161.0,1.0
0.0,Jd Sports,-79.0,1.0
,Leeds City Council,23.0,
0.0,Army,-256.5,1.0
,Edinburgh Council,41.72,
0.0,British Army,-106.5,1.0
0.0,Macdonald Botley Park Hotel,-179.07,
0.0,Thompson Reuters,-30.0,1.0
1.0,Crown Prosecution Service,333.0,
0.0,Mss Dist,-186.0,1.0
1.0,Malmaison,256.5,
0.0,Potens - Clement House,-178.0,
0.0,Sainsburys,-64.16,
,Guy's Hospital,8.25,
,Golden Care Home,32.25,
0.0,Securi Group,-124.125,1.0
,The Lunch Box,57.41,
1.0,Metrobus,126.25,
,Office Holdings,87.28,
1.0,Provident Financial,229.125,
0.0,Forward Travel Management -  The Co-Operative Travel,-186.25,1.0
,Waitrose,8.25,
0.0,Spirit Group,-141.75,1.0
0.0,Tesco,-141.75,1.0
0.0,G S Associates Ltd,-31.65,1.0
0.0,Riding  Sawmills,-12.4,
,Bondcare,37.25,1.0
0.0,Sight And Security,-86.0,1.0
,Mecca,24.875,
,Coveragecare,52.5,
,Morrisons,22.05,
,Crossroads Care,24.0,
0.0,Vion Food,-41.5,1.0
,Asd Micro,60.55,
,Redruth,65.11,
,J D Sports,47.0,
0.0,Hamilton Burns Ws,-236.0,1.0
0.0,Orange,-139.325,1.0
0.0,Lidl Uk Gmbh,-57.0,1.0
0.0,Sgs,-151.5,1.0
,Tesco,96.75,
,Looe Golf Club,31.85,
0.0,Glenmachen Nursing Home,-55.5,1.0
0.0,Direct Window Co.,-201.0,1.0
0.0,Geezer Telecom Ltd,-136.0,1.0
1.0,Emprise,277.955,
,Greenvale,97.75,
1.0,Aej Management,461.5,
1.0,Taylor Shaw,132.75,
,Southern Railway,55.25,
0.0,Welcome Family Holidays,-186.0,1.0
0.0,Hm Forces,-107.705,1.0
1.0,Kensington Social Services,233.75,
,Cherry Valley,21.375,
0.0,Tata Steelworks,-186.0,1.0
0.0,Izon Security,-111.0,1.0
0.0,Motability Operations,-99.75,1.0
,Tesco Maintenance,78.55,
1.0,Manor Hotel,283.005,
1.0,South Lanarkshire Council,154.5,
1.0,Virgin Trains,123.07,
,Sky/Ventura,41.37,
0.0,Walkers Shortbread,-136.0,1.0
0.0,G4s Secure Soultions  Uk  Ltd,-161.0,1.0
,Kuehne And Nagel,23.25,1.0
0.0,The Manchester College,-302.75,
0.0,Next,-241.5,1.0
0.0,Railscape Ltd,-91.0,1.0
0.0,Select Hotels,-171.0,1.0
1.0,Johnson Controls,449.75,
,Minster Care Management Ltd,52.5,
0.0,Sainsburys,-141.75,1.0
0.0,Tesco,-106.5,1.0
0.0,Caledonian Produce,-111.0,1.0
1.0,Orange Pcs,137.45,
1.0,Aubaine - Tdp,270.7,
0.0,House Of Fraser,-136.0,1.0
0.0,J.Sainsburys,-126.75,1.0
0.0,Safe Quote,-186.0,1.0
,Kd Products Ltd,35.69,
,Asda Store,8.25,
,Marks And Spencers,32.27,
0.0,Kingdom Security,-141.75,1.0
